vx,vy,vz
3.3366037197472855,0.10658148302613414,-1.6056898913071151
3.318945326267944,0.10089856939601564,-1.6308591604809894
3.3009935309875043,0.09541493206643677,-1.6559260397640476
3.2827472290681556,0.09012674745789895,-1.6808906239524888
3.264205381676682,0.0850301863029071,-1.7057529899275166
3.245367016858285,0.08012141545910864,-1.7305131965338487
3.2262312303920377,0.07539659971580899,-1.7551712844899863
3.2067971866275538,0.07085190359305155,-1.779727276330939
3.1870641193024256,0.06648349313245035,-1.8041811763840994
3.1670313323400108,0.06228753767896424,-1.8285329707789604
3.146698200627144,0.058260211652800646,-1.8527826274913748
3.126064170771339,0.05439769631063779,-1.8769300964230455
3.1051287618370487,0.050696181495354126,-1.9009753095169444
3.083891566060565,0.047151867373452394,-1.9249181809093523
3.062352249543121,0.043760966159367864,-1.9487586071192184
3.040510552921767,0.04051970382584946,-1.9724964672755279
3.018366292017603,0.03742432179960055,-1.9961316233833764
2.995919358460922,0.03447107864136982,-2.0196639206294478
2.9731697202928467,0.03165625170968017,-2.043093187727581
2.9501174225430318,0.028976138807383155,-2.0664192373051304
2.926762587782992,0.026427059810228838,-2.089641866330809
2.9031054166546455,0.024005358276638807,-2.1127608565847096
2.8791461883736194,0.02170740303787069,-2.135775975171197
2.8548852612069147,0.019529589767763582,-2.1586869750753714
2.8303230729244846,0.017468342531251603,-2.1814935957637904
2.8054601412243065,0.015520115310835116,-2.204195563830147
2.780297064130506,0.013681393510197704,-2.2267925936866013
2.7548345203641236,0.011948695434157282,-2.2492843883014553
2.7290732696860838,0.010318573744140155,-2.271670639983866
2.703014153211931,0.008787616888366245,-2.293951031216297
2.676658093697925,0.0073524505059340065,-2.3161252355353934
2.6500060957980445,0.0060097388039938235,-2.3381929184619863
2.6230592462914837,0.004756185907197981,-2.360153738480908
2.5958187142802065,0.00358853717861603,-2.3820073480713257
2.5682857513561412,0.002503580511303655,-2.4037533947882768
2.5404616917375673,0.0014981475897141495,-2.4253915223961107
2.512347952374285,0.0005691151201404005,-2.4469213720545198
2.483946033021125,-0.0002865939706239963,-2.4683425835578676
2.45525751627938,-0.0010720093692154911,-2.489654796628496
2.4262840676057245,-0.0017901122430355237,-2.5108576522647135
2.397027435288191,-0.002443834141800516,-2.5319507941441612
2.3674894503887782,-0.003036055934118616,-2.5529338700832387
2.3376720266522706,-0.0035696067799049352,-2.5738065335533005
2.3075771603808155,-0.004047263139446268,-2.594568445254305
2.277206930273859,-0.004471747819927387,-2.6152192747466163
2.2465634972329958,-0.00484572906022995,-2.6357587021416533
2.215649104131302,-0.00517181965481578,-2.6561864198520784
2.184466075546731,-0.005452576117505899,-2.6765021344022224
2.1530168174591426,-0.005690497885966921,-2.696705568299435
2.1213038169105247,-0.005888026567716214,-2.7167964619670677
2.0893296416280016,-0.006047545228457392,-2.7367745757397643
2.0570969396091745,-0.006171377723557632,-2.7566396919217784
2.024608438669384,-0.006261788073478265,-2.7763916169089824
1.9918669459504625,-0.00632097988397027,-2.796030183375291
1.9588753473905371,-0.006351095811845983,-2.81555525252418
1.9256366071544702,-0.006354217077138824,-2.834966716405988
1.8921537670244948,-0.0063323630224621326,-2.8542645003017126
1.8584299457506304,-0.006287490720379007,-2.873448565173984
1.824468338360435,-0.006221494629594446,-2.8925189101859092
1.7902722154276758,-0.006136206300781331,-2.911475575288494
1.7558449222994876,-0.00603339413285173,-2.9303186438773183
1.7211898782815864,-0.005914763180485128,-2.949048245519176
1.6863105757811143,-0.0057819550137249605,-2.9676645587493686
1.6512105794066834,-0.005636547630455037,-2.986167813940341
1.6158935250251947,-0.005480055422567334,-3.0045582962423625
1.580363118774994,-0.005313929196632645,-3.0228363485969387
1.5446231360349516,-0.005139556249885634,-3.0410023748236674
1.5086774203490176,-0.004958260502335728,-3.0590568427811995
1.4725298823058437,-0.004771302685815442,-3.0770002876030373
1.4361844983730265,-0.004579880590777562,-3.0948333150088354
1.399645309685555,-0.004385129371652727,-3.1125566046919184
1.3629164207880282,-0.004188121911578914,-3.1301709137836964
1.3260019983302131,-0.003989869247314321,-3.147677080395677
1.288906269715521,-0.003791321055145139,-3.165076027239776
1.2516335217019647,-0.003593366198599772,-3.1823687653276087
1.214188098955176,-0.00339683333878092,-3.199556397749463
1.1765744025530465,-0.003202491608127119,-3.21664012353365
1.138796888441572,-0.0030110513484151767,-3.2336212415869245
1.1008600658414662,-0.0028231649138150574,-3.2505011547166704
1.062768495605115,-0.0026394275398086546,-3.2672813737355417
1.0245267885234448,-0.0024603782787840475,-3.283963521649259
0.986139603582275,-0.002286501003116657,-3.300549337928259
0.9476116461677286,-0.002118225476548854,-3.317040682863877
0.9089476662202663,-0.0019559284946795157,-3.3334395420097733
0.8701524563369223,-0.0017999350953750216,-3.349748030709293
0.831230849821308,-0.0016505198399132173,-3.3659683987094415
0.7921877186809576,-0.001507908165671819,-3.382103034862191
0.7530279715715867,-0.0013722778111727846,-3.398154471913801
0.7137565516878348,-0.0012437603142941526,-3.414125391382838
0.6743784346000612,-0.0011224425844608462,-3.4300186285276144
0.6348986260367703,-0.0010083685496259504,-3.445837177403713
0.5953221596122317,-0.0009015408788539659,-3.4615841960123133
0.5556540944988726,-0.0008019227813175445,-3.4772630115399985
0.5158995130440084,-0.000709439882519206,-3.492877125690752
0.4760635183304861,-0.0006239821785495499,-3.5084302201108217
0.4361512316808106,-0.0005454060691934513,-3.5239261619071622
0.396167790104326,-0.00047353647069576057,-3.5393690092601413
0.356118343687022,-0.0004081690089980001,-3.554763017131201
0.3160080529235385,-0.0003490722942575653,-3.5701126430661816
0.27584208599093774,-0.0002959902774609359,-3.585422553094989
0.23562561596381715,-0.00024864468994239896,-3.6006976277283043
0.19536381797033198,-0.0002067375666197877,-3.615942968052039
0.15506186628870267,-0.0001699538537587417,-3.6311639019202135
0.11472493138377254,-0.00013796410207699052,-3.6463659902469683
0.07435817688319907,-0.00011042724600017061,-3.661555033398394
0.03396675649282649,-8.699346988066431e-05,-3.676737077684881
-0.006444189149158175,-6.730716199098612e-05,-3.691918421954672
-0.04686953567973867,-5.1009957103203975e-05,-3.7071056242893308
-0.08730417828067005,-3.7743868465905996e-05,-3.7223055088018002
-0.12774303501059747,-2.7154509990215746e-05,-3.7375251725377563
-0.16818105020012186,-1.88944094563599e-05,-3.752771992480957
-0.2086131979102419,-1.2626413552292404e-05,-3.7680536326632676
-0.24903448545459875,-8.027185555878967e-06,-3.7833780513800623
-0.28943995698595476,-4.79079647214607e-06,-3.7987535085117057
-0.329824697147333,-2.6324104370983224e-06,-3.8141885729517924
-0.37018383478824746,-1.2920651996082308e-06,-3.829692130142853
-0.41051254674645177,-5.385484928823769e-07,-3.845273389720211
-0.4508060616956353,-1.7337110700797287e-07,-3.8609418932646955
-0.4910596640594961,-3.4837474083796654e-08,-3.8767075221648906
-0.5312686979926177,-2.2145774395012794e-09,-3.8925805055896308
-0.5714285714285801,3.552713678800501e-15,-3.9085714285714257
